"{'Id': 1, 'InvoiceId': 1, 'TrackId': 2, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 36, 'InvoiceId': 6, 'TrackId': 230, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 37, 'InvoiceId': 7, 'TrackId': 231, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 38, 'InvoiceId': 7, 'TrackId': 232, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 39, 'InvoiceId': 8, 'TrackId': 234, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 40, 'InvoiceId': 8, 'TrackId': 236, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 41, 'InvoiceId': 9, 'TrackId': 238, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 42, 'InvoiceId': 9, 'TrackId': 240, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 43, 'InvoiceId': 9, 'TrackId': 242, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 44, 'InvoiceId': 9, 'TrackId': 244, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 45, 'InvoiceId': 10, 'TrackId': 248, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 46, 'InvoiceId': 10, 'TrackId': 252, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 47, 'InvoiceId': 10, 'TrackId': 256, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 48, 'InvoiceId': 10, 'TrackId': 260, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 49, 'InvoiceId': 10, 'TrackId': 264, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 50, 'InvoiceId': 10, 'TrackId': 268, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 51, 'InvoiceId': 11, 'TrackId': 274, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 52, 'InvoiceId': 11, 'TrackId': 280, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 53, 'InvoiceId': 11, 'TrackId': 286, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 54, 'InvoiceId': 11, 'TrackId': 292, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 55, 'InvoiceId': 11, 'TrackId': 298, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 56, 'InvoiceId': 11, 'TrackId': 304, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 57, 'InvoiceId': 11, 'TrackId': 310, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 58, 'InvoiceId': 11, 'TrackId': 316, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 59, 'InvoiceId': 11, 'TrackId': 322, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 60, 'InvoiceId': 12, 'TrackId': 331, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 61, 'InvoiceId': 12, 'TrackId': 340, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 62, 'InvoiceId': 12, 'TrackId': 349, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 63, 'InvoiceId': 12, 'TrackId': 358, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 64, 'InvoiceId': 12, 'TrackId': 367, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 65, 'InvoiceId': 12, 'TrackId': 376, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 66, 'InvoiceId': 12, 'TrackId': 385, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 67, 'InvoiceId': 12, 'TrackId': 394, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 68, 'InvoiceId': 12, 'TrackId': 403, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 69, 'InvoiceId': 12, 'TrackId': 412, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 70, 'InvoiceId': 12, 'TrackId': 421, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 71, 'InvoiceId': 12, 'TrackId': 430, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 72, 'InvoiceId': 12, 'TrackId': 439, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 73, 'InvoiceId': 12, 'TrackId': 448, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 74, 'InvoiceId': 13, 'TrackId': 462, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 75, 'InvoiceId': 14, 'TrackId': 463, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 76, 'InvoiceId': 14, 'TrackId': 464, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 77, 'InvoiceId': 15, 'TrackId': 466, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 78, 'InvoiceId': 15, 'TrackId': 468, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 79, 'InvoiceId': 16, 'TrackId': 470, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 80, 'InvoiceId': 16, 'TrackId': 472, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 81, 'InvoiceId': 16, 'TrackId': 474, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 82, 'InvoiceId': 16, 'TrackId': 476, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 83, 'InvoiceId': 17, 'TrackId': 480, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 84, 'InvoiceId': 17, 'TrackId': 484, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 85, 'InvoiceId': 17, 'TrackId': 488, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 86, 'InvoiceId': 17, 'TrackId': 492, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 87, 'InvoiceId': 17, 'TrackId': 496, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 88, 'InvoiceId': 17, 'TrackId': 500, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 89, 'InvoiceId': 18, 'TrackId': 506, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 90, 'InvoiceId': 18, 'TrackId': 512, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 91, 'InvoiceId': 18, 'TrackId': 518, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 92, 'InvoiceId': 18, 'TrackId': 524, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 93, 'InvoiceId': 18, 'TrackId': 530, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 94, 'InvoiceId': 18, 'TrackId': 536, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 95, 'InvoiceId': 18, 'TrackId': 542, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 96, 'InvoiceId': 18, 'TrackId': 548, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 97, 'InvoiceId': 18, 'TrackId': 554, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 98, 'InvoiceId': 19, 'TrackId': 563, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 99, 'InvoiceId': 19, 'TrackId': 572, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 100, 'InvoiceId': 19, 'TrackId': 581, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 101, 'InvoiceId': 19, 'TrackId': 590, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 102, 'InvoiceId': 19, 'TrackId': 599, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 103, 'InvoiceId': 19, 'TrackId': 608, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 104, 'InvoiceId': 19, 'TrackId': 617, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 105, 'InvoiceId': 19, 'TrackId': 626, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 106, 'InvoiceId': 19, 'TrackId': 635, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 107, 'InvoiceId': 19, 'TrackId': 644, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 108, 'InvoiceId': 19, 'TrackId': 653, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 109, 'InvoiceId': 19, 'TrackId': 662, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 110, 'InvoiceId': 19, 'TrackId': 671, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 111, 'InvoiceId': 19, 'TrackId': 680, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 112, 'InvoiceId': 20, 'TrackId': 694, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 113, 'InvoiceId': 21, 'TrackId': 695, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 114, 'InvoiceId': 21, 'TrackId': 696, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 115, 'InvoiceId': 22, 'TrackId': 698, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 116, 'InvoiceId': 22, 'TrackId': 700, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 117, 'InvoiceId': 23, 'TrackId': 702, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 118, 'InvoiceId': 23, 'TrackId': 704, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 119, 'InvoiceId': 23, 'TrackId': 706, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 120, 'InvoiceId': 23, 'TrackId': 708, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 121, 'InvoiceId': 24, 'TrackId': 712, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 122, 'InvoiceId': 24, 'TrackId': 716, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 123, 'InvoiceId': 24, 'TrackId': 720, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 124, 'InvoiceId': 24, 'TrackId': 724, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 125, 'InvoiceId': 24, 'TrackId': 728, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 126, 'InvoiceId': 24, 'TrackId': 732, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 127, 'InvoiceId': 25, 'TrackId': 738, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 128, 'InvoiceId': 25, 'TrackId': 744, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 129, 'InvoiceId': 25, 'TrackId': 750, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 130, 'InvoiceId': 25, 'TrackId': 756, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 131, 'InvoiceId': 25, 'TrackId': 762, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 132, 'InvoiceId': 25, 'TrackId': 768, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 133, 'InvoiceId': 25, 'TrackId': 774, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 134, 'InvoiceId': 25, 'TrackId': 780, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 135, 'InvoiceId': 25, 'TrackId': 786, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 136, 'InvoiceId': 26, 'TrackId': 795, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 137, 'InvoiceId': 26, 'TrackId': 804, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 138, 'InvoiceId': 26, 'TrackId': 813, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 139, 'InvoiceId': 26, 'TrackId': 822, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 140, 'InvoiceId': 26, 'TrackId': 831, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 141, 'InvoiceId': 26, 'TrackId': 840, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 142, 'InvoiceId': 26, 'TrackId': 849, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 143, 'InvoiceId': 26, 'TrackId': 858, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
"{'Id': 144, 'InvoiceId': 26, 'TrackId': 867, 'UnitPrice': Decimal('0.99'), 'Quantity': 1, 'DateCreated': '2024-03-23', 'DateUpdated': '2024-03-23'}"
